coursereferencenumber,coursetitle,trainingprovideralias,skill_cluster,full_course_fee,course_fee_after_subsidies,usd_list,usd_after_ssg,courseratings_stars,courseratings_noofrespondents,attendancecount,number_of_hours,lookup_url,already_in_scored_catalogue
TGS-2021006092,Specialist Diploma in Air-Conditioning and Energy Sustainability,SINGAPORE POLYTECHNIC,esg_reporting,8472.0,8472.0,6608.16,6608.16,,,,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021006092,False
TGS-2021007467,Specialist Diploma in Energy Management & Sustainable Design,Temasek Polytechnic,esg_reporting,8472.0,8472.0,6608.16,6608.16,,,,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007467,False
TGS-2023039670,Specialist Diploma in Environmental Technology & Energy Sustainability,Temasek Polytechnic,esg_reporting,8472.0,8472.0,6608.16,6608.16,,,,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039670,False
TGS-2025053930,Specialist Diploma in Sustainable Digital Manufacturing,SINGAPORE POLYTECHNIC,esg_reporting,8472.0,8472.0,6608.16,6608.16,,,,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053930,False
TGS-2024048719,Travel & Learn: Exploring China's Innovation Frontier: Strategies for Sustainable Business Growth (Classroom & Synchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,8965.0,2689.5,6992.7,2097.81,4.5,44.0,99.0,50.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048719,False
TGS-2023017956,Specialist Diploma in Environmental and Corporate Sustainability,Republic Polytechnic,esg_reporting,8991.0,8991.0,7012.9800000000005,7012.9800000000005,,,,270.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023017956,False
TGS-2024051087,"Internationalisation Series: New Energy and Sustainable Tech Futures: Environmental, Social, and Governance Innovation in China, Shenzhen/ Guangzhou",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,9000.0,2700.0,7020.0,2106.0,,,17.0,47.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051087,False
TGS-2023018509,Specialist Diploma in Sustainable Built Environment,Temasek Polytechnic,esg_reporting,9001.5,9001.5,7021.17,7021.17,,,,255.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018509,False
TGS-2023035949,Environmental Sustainability Measurement and Management (Classroom & Asynchronous e-Learning),SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,9054.0,2716.2,7062.12,2118.636,,,,147.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023035949,True
TGS-2025054849,"Sustainable Energy Systems (Classroom, Synchronous & Asynchronous)",SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,9180.0,2754.0,7160.400000000001,2148.12,,,,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054849,True
TGS-2025054278,Diploma (Conversion) in Supply Chain Sustainability & Innovation,SINGAPORE POLYTECHNIC,esg_reporting,9234.0,9234.0,7202.52,7202.52,,,,285.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054278,False
TGS-2023018518,Specialist Diploma in Sustainable Fashion,Temasek Polytechnic,esg_reporting,9936.0,9936.0,7750.08,7750.08,,,,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018518,False
TGS-2022017397,(SCTP) Smart and Sustainable Facilities Management (Classroom & Asynchronous e-learning) (Full-Time) (TA-eligible),Ngee Ann Polytechnic,esg_reporting,10000.0,3000.0,7800.0,2340.0,3.5,4.0,5.0,296.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022017397,False
TGS-2025055268,(SCTP) Smart and Sustainable Facilities Management (Classroom & Asynchronous e-learning) (Full-Time) (TA-eligible),Ngee Ann Polytechnic,esg_reporting,10000.0,3000.0,7800.0,2340.0,,,,296.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055268,False
TGS-2024046185,Graduate Certificate in Climate Change and Sustainability,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,10000.0,10000.0,7800.0,7800.0,,,,520.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046185,False
TGS-2024048515,Internationalisation Series: Innovate London - Cultivating Sustainable Futures through the Dynamic Intersection of FinTech and Startup Ecosystems,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,10000.0,3000.0,7800.0,2340.0,,,,56.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048515,False
TGS-2024048512,"Internationalisation Series: SustainableTech - Bridging Innovation in Sustainability and Mediatech for Entrepreneurs, Los Angeles",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,10000.0,3000.0,7800.0,2340.0,,,,56.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048512,False
TGS-2025054312,(SCTP) Smart and Sustainable Facility Management,Building and Construction Authority,esg_reporting,10350.0,3105.0,8073.0,2421.9,,,,692.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054312,False
TGS-2023037497,(SCTP) Job of Manager (JOMAN) for Sustainability in Built Environment (Classroom and Asynchronous e-Learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,10510.0,3153.0,8197.800000000001,2459.34,3.5,17.0,40.0,110.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037497,False
TGS-2024047947,Specialist Diploma in IoT for Sustainable Solutioning,Nanyang Polytechnic,esg_reporting,10590.0,10590.0,8260.2,8260.2,,,,300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047947,False
TGS-2022014550,Specialist Diploma in Sustainable Facilities Management (SDSF2),Ngee Ann Polytechnic,esg_reporting,10590.0,10590.0,8260.2,8260.2,,,,300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014550,False
TGS-2025055656,Specialist Diploma in Sustainable Facilities Management (SDSF3),Ngee Ann Polytechnic,esg_reporting,10590.0,10590.0,8260.2,8260.2,,,,300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055656,False
TGS-2024047939,Specialist Diploma in Sustainable Materials Management,Nanyang Polytechnic,esg_reporting,10590.0,10590.0,8260.2,8260.2,,,,300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047939,False
TGS-2023038728,Graduate Diploma in Sustainability Management,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,esg_reporting,13200.0,13200.0,10296.0,10296.0,,,,216.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038728,False
TGS-2023037691,(SCTP) Job of Manager (JOMAN) for Sustainability Manager in Built Environment (Classroom and Asynchronous e-Learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,15810.0,4743.0,12331.800000000001,3699.54,3.0,62.0,102.0,184.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037691,False
TGS-2025053637,(SCTP) Green and Sustainable Data Centre Technologies (Full-Time) (TA-eligible),SINGAPORE POLYTECHNIC,esg_reporting,16200.0,4860.0,12636.0,3790.8,,,,383.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053637,False
TGS-2025052856,(SCTP) Advanced Professional Certificate in Sustainable Urban Environments,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,17000.0,5100.0,13260.0,3978.0,,,,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052856,False
TGS-2023036968,"(SCTP) Advanced Professional Certificate in Driving Sustainability in Green Technology - The Future of Smart Building and Smart City (Classroom, Synchronous and Asynchronous E-Learning)",NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,18000.0,5400.0,14040.0,4212.0,4.5,16.0,33.0,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023036968,False
TGS-2023035552,(SCTP) NUS Sustainability and Resilience Programme,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,18900.0,18900.0,14742.0,14742.0,4.0,262.0,19.0,126.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023035552,False
TGS-2022012526,(SCTP) Advanced Certificate in Driving Sustainability for the Future: The Future of Work through a Sustainable Lens,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,19200.0,19200.0,14976.0,14976.0,,,,160.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012526,False
TGS-2024045912,(SCTP) Advanced Certificate in Driving Sustainability for the Future: The Future of Work through a Sustainable Lens (Classroom and Synchronous),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,19200.0,5760.0,14976.0,4492.8,,,,160.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024045912,False
TGS-2022012525,(SCTP) Advanced Certificate in Driving Sustainability for the Future: The Future of Work through a Sustainable Lens (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,19200.0,19200.0,14976.0,14976.0,4.0,290.0,179.0,160.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012525,False
TGS-2025054252,(SCTP) Sustainable Design (Built Environment),Building and Construction Authority,esg_reporting,19650.0,5895.0,15327.0,4598.1,,,,703.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054252,False
TGS-2024046216,Graduate Diploma in Climate Change and Sustainability,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,20000.0,20000.0,15600.0,15600.0,,,,780.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046216,False
TGS-2023040213,Diploma in Business Practice (Sustainability Management),Temasek Polytechnic,esg_reporting,25470.0,25470.0,19866.600000000002,19866.600000000002,,,,900.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040213,False
TGS-2024049896,Master of Sustainability Management,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,esg_reporting,31680.0,31680.0,24710.4,24710.4,,,,432.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049896,False
TGS-2022012497,Master of Engineering Technology in Sustainable Infrastructure Engineering (Building Services),SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,33091.0,33091.0,25810.98,25810.98,,,,600.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012497,False
TGS-2022012496,Master of Engineering Technology in Sustainable Infrastructure Engineering (Land),SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,33091.0,33091.0,25810.98,25810.98,,,,600.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012496,False
TGS-2022012567,Master of Engineering Technology in Sustainable Infrastructure Engineering (Land) (CBWL),SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,33091.0,33091.0,25810.98,25810.98,,,,600.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012567,False
TGS-2024045495,BACHELOR OF ACCOUNTANCY (SUSTAINABILITY MANAGEMENT & ANALYTICS),Nanyang Technological University,esg_reporting,37800.0,37800.0,29484.0,29484.0,,,,1872.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024045495,False
TGS-2022011736,Master of Science (Integrated Sustainable Design),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,39486.0,39486.0,30799.08,30799.08,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022011736,False
TGS-2023037455,Master of Science (Biodiversity Conservation and Nature-Based Climate Solutions) (BCNCS),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,45000.0,45000.0,35100.0,35100.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037455,False
TGS-2022011727,Master of Science (Building Performance and Sustainability),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,45000.0,45000.0,35100.0,35100.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022011727,False
TGS-2024043983,Master of Science (Data Science for Sustainability),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,45000.0,45000.0,35100.0,35100.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043983,False
TGS-2023037453,Master of Science (Biodiversity Conservation and Sustainability),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,48000.0,48000.0,37440.0,37440.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037453,False
TGS-2024046212,Master of Science (Climate Change and Sustainability),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,50000.0,50000.0,39000.0,39000.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046212,False
TGS-2024043398,Master of Sustainability,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,50000.0,50000.0,39000.0,39000.0,,,,999.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043398,False
TGS-2024050804,BACHELOR OF SCIENCE (ARCHITECTUAL AND SUSTAINABLE DESIGN),SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,52200.0,52200.0,40716.0,40716.0,,,,6160.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050804,False
TGS-2025054458,Master of Science in Sustainable Healthcare,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,54000.0,54000.0,42120.0,42120.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054458,False
TGS-2023019002,Master of Science (Sustainable and Green Finance),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,60000.0,60000.0,46800.0,46800.0,,,,1300.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023019002,False
TGS-2024043926,EXECUTIVE MASTER OF SCIENCE (SUSTAINABILITY MANAGEMENT),Nanyang Technological University,esg_reporting,65000.0,65000.0,50700.0,50700.0,,,,390.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043926,False
TGS-2024043890,MASTER OF BUSINESS ADMINISTRATION (SUSTAINABILITY & INNOVATION),Nanyang Technological University,esg_reporting,65000.0,65000.0,50700.0,50700.0,,,,631.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024043890,False
TGS-2015502552,Diploma in Offshore & Sustainable Engineering,Ngee Ann Polytechnic,esg_reporting,68100.0,68100.0,53118.0,53118.0,,,,1800.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2015502552,False
TGS-2022014947,Diploma in Sustainable Built Environment,Republic Polytechnic,esg_reporting,73902.0,73902.0,57643.560000000005,57643.560000000005,,,,2400.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014947,False
TGS-2017505396,DIPLOMA IN SUSTAINABILITY IN ENGINEERING WITH BUSINESS,Nanyang Polytechnic,esg_reporting,74763.93,74763.93,58315.865399999995,58315.865399999995,,,,2160.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2017505396,False
TGS-2023036562,Bachelor of Engineering with Honours in Sustainable Built Environment,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,90541.0,90541.0,70621.98,70621.98,,,,1800.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023036562,False
TGS-2019508716,Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,90541.0,90541.0,70621.98,70621.98,,,,1800.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2019508716,False
TGS-2019508715,Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,90541.0,90541.0,70621.98,70621.98,,,,1800.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2019508715,False
TGS-2025054842,CoC in High Voltage Safety Awareness for Electric Vehicle,Institute of Technical Education,ev_mobility,220.0,66.0,171.6,51.480000000000004,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054842,False
TGS-2023037552,CoC in Electric Vehicle (EV) Charging System,Institute of Technical Education,ev_mobility,300.0,90.0,234.0,70.2,4.5,57.0,84.0,14.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037552,False
TGS-2021002720,Electric Vehicle & Charging System (Classroom & Synchronous eLearning),Nanyang Polytechnic,ev_mobility,300.0,90.0,234.0,70.2,4.0,37.0,74.0,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021002720,False
TGS-2024050864,Certification Course for Electric Vehicle (EV) Charger Equipment Specialist,Republic Polytechnic,ev_mobility,320.0,96.0,249.60000000000002,74.88,,,,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050864,False
TGS-2020504466,Understanding of Electric Vehicles (Synchronous e-learning),Ngee Ann Polytechnic,ev_mobility,320.0,96.0,249.60000000000002,74.88,,,,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020504466,False
TGS-2025052904,Drive the Change: Navigating the Electric Vehicle Landscape in Singapore,Ngee Ann Polytechnic,ev_mobility,350.0,105.0,273.0,81.9,,,,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052904,False
TGS-2021001931,Electric Vehicle 101,Singapore Polytechnic,ev_mobility,350.0,105.0,273.0,81.9,4.0,74.0,328.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021001931,False
TGS-2022010698,Electric Vehicle 101 (Synchronous e-learning),Singapore Polytechnic,ev_mobility,350.0,105.0,273.0,81.9,,,9.0,8.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010698,False
TGS-2023019913,Requirements & Implementation of Electric Vehicle Charging System,SINGAPORE INSTITUTE OF POWER AND GAS PTE. LTD.,ev_mobility,700.0,210.0,546.0,163.8,4.0,88.0,103.0,7.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023019913,False
TGS-2023037569,Fundamentals of Electric Vehicle Charging Systems,SINGAPORE POLYTECHNIC,ev_mobility,950.0,285.0,741.0,222.3,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023037569,False
TGS-2024049438,Hybrid & Electric Vehicle Technology and Maintenance,Temasek Polytechnic,ev_mobility,960.0,288.0,748.8000000000001,224.64000000000001,5.0,34.0,69.0,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049438,False
TGS-2020504421,Fundamentals of Electric Vehicles,Singapore Polytechnic,ev_mobility,1050.0,315.0,819.0,245.70000000000002,4.0,68.0,152.0,32.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020504421,False
TGS-2022012848,"WSQ Hybrid/ Electric Vehicle Maintenance and Servicing Course (Classroom, Practical and Asynchronous E-Learning)",NTUC LEARNINGHUB PTE. LTD.,ev_mobility,1200.0,600.0,936.0,468.0,4.0,19.0,42.0,30.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022012848,False
